agent,qid,hits1,traj_len,n_unique,explored,AGEE,S,I,E,redundancy,usr,n_unique_comms,n_nodes,n_edges
PoG,WebQTest-172,1,22,12,1,0.365671942575358,0.48604449971403313,0.07460097154753643,0.8482001455292557,0.5238095238095238,0.5454545454545454,3,524,688
PoG,WebQTest-173,1,8,5,1,0.7042800143159366,0.8753145445395067,0.4853412505146935,0.7825059101654847,0.5714285714285714,0.625,4,1987,2779
PoG,WebQTest-174,0,7,4,1,0.6669937802802318,0.8546723914068283,0.3746493659192072,0.8661858974358974,0.5,0.5714285714285714,3,486,692
PoG,WebQTest-175,1,7,4,1,0.663050996348702,0.8704131376422067,0.3318889982475935,0.9174679487179487,0.5,0.5714285714285714,3,541,781
PoG,WebQTest-176,1,4,3,1,0.7476074274073208,0.9234934740349904,0.5052920905808993,0.8571428571428572,0.6666666666666666,0.75,3,554,984
PoG,WebQTest-177,1,2,2,1,0.9218422883802468,0.9583771008403361,0.8283040488922842,1.0,1.0,1.0,2,1904,3733
PoG,WebQTest-178,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1417,3236
PoG,WebQTest-179,1,2,2,1,0.3659067886144368,4.192872117400423e-05,0.8094976040730757,1.0,1.0,1.0,1,1908,4552
PoG,WebQTest-180,1,4,3,1,0.6750403556159023,0.7302617349288426,0.46582947785855916,0.9285714285714286,0.6666666666666666,0.75,2,1958,3974
PoG,WebQTest-181,1,2,2,1,0.28889267658086915,5.002501250625317e-05,0.5,1.0,1.0,1.0,1,1999,2980
PoG,WebQTest-182,1,7,4,1,0.6378014096012261,0.8727157917161689,0.3749057931207294,0.7099358974358976,0.5,0.5714285714285714,3,1647,3016
PoG,WebQTest-184,0,3,3,1,0.7362832454235101,0.7303890418043124,0.6619601028203179,0.8571428571428572,1.0,1.0,2,1023,1427
PoG,WebQTest-185,1,4,2,1,0.6802071281042039,0.9722500556668893,0.2654773833381048,1.0,0.3333333333333333,0.5,2,1996,4354
PoG,WebQTest-186,0,8,5,1,0.3598984449910435,0.34528526322040015,0.13620146474198155,0.8888888888888888,0.5714285714285714,0.625,2,1993,4484
PoG,WebQTest-187,1,8,5,1,0.6733391947008787,0.8180409088502572,0.419174817056009,0.8625730994152048,0.5714285714285714,0.625,3,1496,3100
PoG,WebQTest-188,1,10,4,1,0.4922657132711114,0.544616210327058,0.23558951465201466,0.8952380952380952,0.3333333333333333,0.4,2,480,698
PoG,WebQTest-189,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1992,3420
PoG,WebQTest-190,0,8,5,1,0.5701277195562523,0.6951632799200526,0.393984618858862,0.652046783625731,0.5714285714285714,0.625,3,1695,3843
PoG,WebQTest-191,1,4,3,1,0.640193347814887,0.7187543042785763,0.39545157068062825,0.9285714285714286,0.6666666666666666,0.75,2,382,686
PoG,WebQTest-193,1,5,3,1,0.6315070067540663,0.7429737218032839,0.32617302052785924,1.0,0.5,0.6,2,682,1020
PoG,WebQTest-194,1,4,3,1,0.8111254836439943,0.9167987321711568,0.6685239423057634,0.8571428571428572,0.6666666666666666,0.75,3,1893,3808
PoG,WebQTest-195,1,10,4,1,0.46241224727986374,0.5002355188746985,0.19140541906783942,0.9523809523809523,0.3333333333333333,0.4,2,1570,4684
PoG,WebQTest-196,1,2,2,1,0.9503310464977209,0.9286464980106597,0.9402572379450992,1.0,1.0,1.0,2,1903,3866
PoG,WebQTest-197,1,12,7,1,0.6559479530386334,0.9202874342671417,0.3508191357632497,0.7664983772087991,0.5454545454545454,0.5833333333333334,5,1976,4192
PoG,WebQTest-199,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1986,3849
PoG,WebQTest-200,1,8,5,1,0.47759085710332316,0.3731404306519007,0.363561932180345,0.8888888888888888,0.5714285714285714,0.625,2,1654,3064
PoG,WebQTest-201,1,4,3,1,0.7886297487127365,0.9233266733266734,0.6049892868074687,0.8571428571428571,0.6666666666666666,0.75,3,924,1695
PoG,WebQTest-202,1,2,2,1,0.8329689677607569,0.9743847571901866,0.5855643539467069,1.0,1.0,1.0,2,1989,4175
PoG,WebQTest-204,1,2,2,1,0.796338960934729,0.9697273944261896,0.5040160642570282,1.0,1.0,1.0,2,1992,3420
PoG,WebQTest-205,1,6,4,1,0.6801806343981176,0.8561447738834215,0.4028133396554449,0.8647642679900744,0.6,0.6666666666666666,3,1406,2685
PoG,WebQTest-206,1,8,5,1,0.25570579552959244,0.0007941550190597204,0.43172914019483266,0.8888888888888888,0.5714285714285714,0.625,1,787,1348
PoG,WebQTest-207,0,2,2,1,0.28889267658086915,5.363368195226597e-05,0.5,1.0,1.0,1.0,1,1695,2777
PoG,WebQTest-209,0,4,3,1,0.5628262011939685,0.6807792974228062,0.2623605613530047,0.9285714285714286,0.6666666666666666,0.75,2,1985,3405
PoG,WebQTest-210,1,2,2,1,0.9211076718655717,0.9001564945226915,0.8902582159624413,1.0,1.0,1.0,2,1278,4002
PoG,WebQTest-211,0,2,2,1,0.8074015087946979,0.9743847571901866,0.525465581531758,1.0,1.0,1.0,2,1989,4175
PoG,WebQTest-212,1,4,3,1,0.814561154714132,0.9167928655561164,0.6774615724338674,0.8571428571428572,0.6666666666666666,0.75,3,1981,3945
PoG,WebQTest-213,1,36,18,1,0.30961427807070296,0.32170380553291367,0.10963565391081329,0.7304418051552579,0.5142857142857142,0.5,2,927,2307
PoG,WebQTest-214,0,2,2,1,0.9177010477144304,0.937639043381535,0.839265850945495,1.0,1.0,1.0,2,899,1807
PoG,WebQTest-215,1,2,2,1,0.8305971922705411,0.9445234146726684,0.6067282634446813,1.0,1.0,1.0,2,1407,3550
PoG,WebQTest-216,1,4,3,1,0.6894335806531745,0.7345617112755315,0.4963767779691505,0.9285714285714286,0.6666666666666666,0.75,2,1393,1549
PoG,WebQTest-217,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1979,4071
PoG,WebQTest-218,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1996,3352
PoG,WebQTest-220,1,4,2,1,0.6660596288375937,0.952428690774555,0.25216165413533836,1.0,0.3333333333333333,0.5,2,1995,4154
PoG,WebQTest-221,0,7,4,1,0.6587074875572422,0.870202114325823,0.34573289613612185,0.8661858974358975,0.5,0.5714285714285714,3,728,1234
PoG,WebQTest-222,0,2,2,1,0.28889267658086915,4.8074611797509694e-05,0.5,1.0,1.0,1.0,1,1891,3454
PoG,WebQTest-224,0,6,4,1,0.48933133238740184,0.47844091447834053,0.28014046880386073,0.903225806451613,0.6,0.6666666666666666,2,1934,3937
PoG,WebQTest-225,1,4,3,1,0.784219102386436,0.8576195773081201,0.6569122313369316,0.8571428571428571,0.6666666666666666,0.75,3,899,2186
PoG,WebQTest-226,0,2,2,1,0.9379089042635604,0.8891553423927524,0.950774515522717,1.0,1.0,1.0,2,834,1227
PoG,WebQTest-227,1,4,3,1,0.793915264595655,0.9092555994729907,0.6315463786158586,0.8571428571428571,0.6666666666666666,0.75,3,1656,2910
PoG,WebQTest-231,0,6,4,1,0.5967800813588976,0.5156059660060006,0.5008478316476291,0.9032258064516129,0.6,0.6666666666666666,2,1008,1728
